Protein ID,GRAVY
B2-agc-BSY240-3675/291-314,-0.08
B2-afw-Anae109-4080/284-310,0.194
B2-afus-EYZ66-11075/267-293,0.642
B2-afo-Afer-0469/264-294,-0.003
B2-aflv-QQW98-08575/291-319,-0.083
B2-afla-FHG64-14145/258-279,0.233
B2-afas-NZD89-04680/266-286,0.284
B2-aey-CDG81-09540/287-321,-0.033
B2-aev-EI546-03780/257-278,0.409
B2-aest-RBH94-00260/258-279,0.148
B2-aequ-QCQ61-00340/258-280,0.107
B2-aep-AMC99-00377/308-336,-0.009
B2-ado-A6F68-02787/301-329,-0.229
B2-acyn-ORV05-06075/272-294,0.244
B2-acx-Achr-15270/270-298,0.09
B2-actw-F7P10-16210/274-308,-0.101
B2-actq-OG417-12410/287-319,0.037
B2-acti-UA75-10125/283-317,-0.061
B2-actb-RHM62-15635/272-299,0.264
B2-acta-C1701-24095/287-320,0.037
B2-acob-P0Y56-06715/266-293,0.283
B2-acoa-RB602-13750/280-309,-0.045
B2-acld-ACIRQ6-18430/263-287,0.2
B2-acir-OG979-20440/270-301,0.042
B2-acih-HS5-02330/252-277,0.327
B2-ace-Acel-1694/273-303,0.037
B2-acab-QRX50-36470/287-319,0.246
B2-aca-ACP-0813/279-305,0.349
B2-abiw-Abiwalacus-03000/261-289,-0.036
B2-abaw-D5400-04865/272-295,0.176
B2-abas-ACPOL-1264/285-310,0.548
B2-abar-AMYBAR-003015/282-311,0.234
B2-abam-B1s21122-03940/283-303,-0.126
B2-aay-WYH-03017/297-324,-0.166
B2-aav-Aave-1456/268-286,0.429
B2-aaur-V5P93-006076/281-305,0.1
B2-aaur-V5P93-003831/287-318,0.044
B2-aant-HUK68-21185/280-308,-0.11
B2-aalu-ABWI00-15445/266-287,0.059
B2-aalm-LUX29-07835/271-300,-0.06
B2-aalg-AREALGSMS7-02441/257-278,0.342
B2-aagg-ETAA8-47010/271-288,0.393
B2-aad-TC41-2731/266-289,0.149
B2-aacd-LWP59-15940/284-307,0.114
B2-aac-Aaci-2819/291-317,0.331
B2-aab-A4R43-17070/280-314,0.042
B1-zma-109940986/390-422,-0.075
B1-zju-107415066/361-388,0.071
B1-vvo-131628824/356-387,0.094
B1-vvi-100262162/372-403,0.15
B1-vun-114194433/355-386,-0.118
B1-twl-119993475/354-371,0.33
B1-twl-119982279/368-397,0.013
B1-tps-THAPSDRAFT-22768/476-508,0.12
B1-tdc-119302860/386-413,0.023
B1-tang-140777617/377-406,0.168
B1-sspl-121741915/359-385,0.256
B1-soe-110797345/340-367,0.23
B1-soe-110797344/340-359,0.389
B1-slaf-141616835/391-420,0.263
B1-sind-105170255/360-389,0.172
B1-sdul-129887821/359-384,0.27
B1-rsz-108842687/395-419,0.078
B1-rcu-8271541/357-382,0.387
B1-rarg-115753212/356-377,0.22
B1-qsa-O6P43-022003/355-380,0.249
B1-pvy-116139360/361-390,0.309
B1-pti-PHATRDRAFT-56481/469-501,0.109
B1-psom-113297112/363-386,0.169
B1-psom-113282577/399-431,0.011
B1-ppp-112286139/403-432,0.307
B1-ppp-112276694/405-437,0.195
B1-pop-18097235/357-382,0.25
B1-pnz-133702277/366-391,0.101
B1-phua-140991244/360-386,0.185
B1-peu-105126895/376-406,-0.007
B1-peq-110033593/353-383,0.157
B1-pdul-117631451/356-387,0.003
B1-pdul-117621014/395-427,-0.065
B1-pda-103719284/366-398,0.272
B1-pcin-129309874/358-389,0.059
B1-ota-OT-ostta05g03530/386-408,0.001
B1-oeu-111405835/355-385,0.247
B1-nnu-104608100/365-395,0.099
B1-ncol-116264768/360-389,0.284
B1-ncol-116260961/393-424,0.195
B1-mus-135622853/369-397,0.334
B1-mpp-MICPUCDRAFT-32317/411-433,0.376
B1-mis-MICPUN-85839/330-352,0.05
B1-ming-122059361/365-397,0.235
B1-mean-126667182/351-382,0.038
B1-lsv-111916034/399-431,0.278
B1-lsv-111890198/346-371,0.334
B1-ini-109159998/344-369,0.459
B1-hsyr-120130329/352-377,0.321
B1-hlp-133784705/388-419,0.147
B1-gsl-Gasu-32640/421-453,0.298
B1-gra-105788812/389-418,0.15
B1-ghi-107959745/341-365,0.254
B1-egt-105955917/362-387,0.305
B1-ecad-122610053/394-426,0.113
B1-ecad-122596107/354-382,0.179
B1-dct-110098011/362-391,0.021
B1-csl-COCSUDRAFT-52083/301-333,0.34
B1-csin-114259171/385-410,0.455
B1-csaa-142638986/368-395,0.191
B1-cqi-110737167/388-407,0.34
B1-cqi-110695912/351-379,0.075
B1-cmo-103491584/360-385,0.355
B1-cme-CYME-CMM166C/501-530,0.163
B1-cjf-131071445/368-397,0.161
B1-cjf-131051785/402-434,0.195
B1-cit-102614132/359-385,0.171
B1-carb-113736457/358-389,0.105
B1-carb-113698812/408-439,0.225
B1-carb-113688784/371-391,0.272
B1-bvg-104889870/359-387,0.062
B1-bvg-104889869/345-377,0.121
B1-bvg-104889868/343-372,0.354
B1-bpg-Bathy03g04230/379-410,-0.209
B1-bhj-120067053/359-385,0.349
B1-atri-130828875/346-370,0.189
B1-atr-18445377/381-413,0.104
B1-atr-18443117/368-394,0.003
B1-atr-18432609/335-363,0.091
B1-aprc-113851327/354-383,0.164
B1-apan-127262653/374-405,0.242
B1-aof-109850733/393-424,0.22
B1-aof-109833102/369-398,0.258
B1-aof-109831381/275-300,0.247
B1-ahf-112740231/364-394,0.085
B1-agrv-141662095/358-383,0.375
B1-aew-130794837/359-379,0.337
B1-acak-137938631/405-434,0.083
B1-acak-137936152/332-364,0.118
